Title,Year,Publisher,Genre,Console
Dragon Quest I & II,1993,Enix Corporation,"Compilation, Role-Playing (RPG)",Super Nintendo Entertainment System
Dragon Quest VI: Maboroshi no Daichi,1995,Enix Corporation,Role-Playing (RPG),Super Nintendo Entertainment System
Dragon Quest V: Tenk? no Hanayome,1992,Enix Corporation,Role-Playing (RPG),Super Nintendo Entertainment System
Dragon's Lair,1992,"Data East Corporation, Elite Systems Ltd., Konami Corporation",Action,Super Nintendo Entertainment System
Dragon Slayer: The Legend of Heroes,1992,"Epoch Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Dragon Slayer: The Legend of Heroes II,1993,"Epoch Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Dragon: The Bruce Lee Story,1993,"Acclaim Entertainment, Inc., Virgin Interactive Entertainment (Europe) Ltd., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Dragon View,1994,"Kemco America, Inc., Kotobuki System Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Dragon Warrior III,1996,Enix Corporation,Role-Playing (RPG),Super Nintendo Entertainment System
Drakkhen,1991,"Kemco/Seika, Kotobuki System Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Dream TV,1992,Triffix Entertainment Inc.,Action,Super Nintendo Entertainment System
Dr. Mario,1998,"Nintendo Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Dual Orb II,1994,I'Max Corp.,Role-Playing (RPG),Super Nintendo Entertainment System
Dual Orb: Seireiju Densetsu,1993,I'Max Corp.,Role-Playing (RPG),Super Nintendo Entertainment System
The Duel: Test Drive II,1992,"Accolade, Inc.","Racing / driving, Simulation",Super Nintendo Entertainment System
Dungeon Master,1991,"JVC Musical Industries Europe Limited, JVC Musical Industries, Inc., Victor Musical Industries, Inc.",Role-Playing (RPG),Super Nintendo Entertainment System
EarthBound,1994,"Nintendo Co., Ltd., Nintendo of America Inc.",Role-Playing (RPG),Super Nintendo Entertainment System
Earth Defense Force,1991,"Jaleco Ltd., Jaleco USA, Inc.",Action,Super Nintendo Entertainment System
Earthworm Jim,1994,"Playmates Interactive Entertainment, Inc., TAKARA Co., Ltd.",Action,Super Nintendo Entertainment System
Earthworm Jim 2,1995,"Playmates Interactive Entertainment, Inc.",Action,Super Nintendo Entertainment System
Edo no Kiba,1993,Micro World,Action,Super Nintendo Entertainment System
Eek! the Cat,1994,Ocean Software Ltd.,Action,Super Nintendo Entertainment System
Elite Soccer,1994,"Coconuts Japan Entertainment Co., Ltd., GameTek, Inc.","Simulation, Sports",Super Nintendo Entertainment System
Emerald Dragon,1995,Media Works Inc.,Role-Playing (RPG),Super Nintendo Entertainment System
Emit: Value Pack,1995,"KOEI Co., Ltd.","Adventure, Compilation, Educational",Super Nintendo Entertainment System
Emit: Vol. 1 - Toki no Maigo,1995,"KOEI Co., Ltd.","Adventure, Educational",Super Nintendo Entertainment System
Emit: Vol. 2 - Inochigake no Tabi,1995,"KOEI Co., Ltd.","Adventure, Educational",Super Nintendo Entertainment System
Emit: Vol. 3 - Watashi ni Sayonara o,1995,"KOEI Co., Ltd.","Adventure, Educational",Super Nintendo Entertainment System
Emmitt Smith Football,1995,"JVC Musical Industries, Inc.",Sports,Super Nintendo Entertainment System
Equinox,1993,"Sony Imagesoft, Sony Music Entertainment (Japan), Inc.",Action,Super Nintendo Entertainment System
ESPN Baseball Tonight,1994,Sony Imagesoft,Sports,Super Nintendo Entertainment System
ESPN National Hockey Night,1994,Sony Imagesoft,Sports,Super Nintendo Entertainment System
ESPN Speed World,1994,Sony Imagesoft,"Racing / driving, Simulation",Super Nintendo Entertainment System
ESPN Sunday Night NFL,1994,Sony Imagesoft,Sports,Super Nintendo Entertainment System
E.V.O.: Search for Eden,1992,"Enix America Corporation, Enix Corporation",Action,Super Nintendo Entertainment System
Excitebike: BunBun Mario Battle Stadium,1997,St.GIGA,"Racing / driving, Sports",Super Nintendo Entertainment System
Extra Innings,1991,"Epic/Sony Inc., Sony Imagesoft",Sports,Super Nintendo Entertainment System
Eye of the Beholder,1994,"Capcom Co., Ltd., Capcom U.S.A., Inc.",Role-Playing (RPG),Super Nintendo Entertainment System
F-1 Grand Prix,1992,"Video System Co., Ltd.",Racing / driving,Super Nintendo Entertainment System
F1 Pole Position,1992,"Human Entertainment, Inc., Ubi Soft Entertainment Software","Racing / driving, Simulation",Super Nintendo Entertainment System
F1 Pole Position 2,1993,"Human Entertainment, Inc., Ubi Soft Entertainment Software",Racing / driving,Super Nintendo Entertainment System
F1-ROC II: Race of Champions,1993,"SETA Corporation, SETA U.S.A., Inc.",Racing / driving,Super Nintendo Entertainment System
F1ROC: Race of Champions,1992,"SETA Corporation, SETA U.S.A., Inc.",Racing / driving,Super Nintendo Entertainment System
F1: World Championship Edition,1995,Domark Software Ltd.,"Racing / driving, Sports",Super Nintendo Entertainment System
Faceball 2000,1992,"Bullet-Proof Software, Inc.",Action,Super Nintendo Entertainment System
Famicom Bunko: Hajimari no Mori,1999,"Nintendo Co., Ltd.",Adventure,Super Nintendo Entertainment System
Famicom Tantei Club Part II: Ushiro ni Tatsu Sh?jo,1998,"Nintendo Co., Ltd.",Adventure,Super Nintendo Entertainment System
Family Dog,1993,Malibu Games,Action,Super Nintendo Entertainment System
Family Feud,1993,"GameTek, Inc.",Puzzle,Super Nintendo Entertainment System
Fantastic Journey,1994,"Konami Co., Ltd.",Action,Super Nintendo Entertainment System
Farland Story,1995,"Banpresto Co., Ltd.","Role-Playing (RPG), Strategy / tactics",Super Nintendo Entertainment System
Farland Story 2,1995,"Banpresto Co., Ltd.","Role-Playing (RPG), Strategy / tactics",Super Nintendo Entertainment System
Fatal Fury,1992,"TAKARA Co., Ltd., TAKARA U.S.A. CORP.",Action,Super Nintendo Entertainment System
Fatal Fury 2,1993,"TAKARA Co., Ltd., TAKARA U.S.A. CORP.",Action,Super Nintendo Entertainment System
Fatal Fury Special,1994,"TAKARA Co., Ltd.",Action,Super Nintendo Entertainment System
FEDA: The Emblem of Justice,1994,Yanoman Corporation,"Role-Playing (RPG), Strategy / tactics",Super Nintendo Entertainment System
FIFA International Soccer,1994,"Ocean Software Ltd., Electronic Arts, Inc., Victor Entertainment Inc.",Sports,Super Nintendo Entertainment System
FIFA: Road to World Cup 98,1997,"Electronic Arts, Inc.",Sports,Super Nintendo Entertainment System
FIFA Soccer 96,1995,"Electronic Arts, Inc., Playtronic Industrial Ltda.","Simulation, Sports",Super Nintendo Entertainment System
FIFA Soccer 97,1996,"Electronic Arts, Inc.",Sports,Super Nintendo Entertainment System
Fighter's History,1994,Data East Corporation,Action,Super Nintendo Entertainment System
Final Fantasy II,1991,"Square Co., Ltd., Square Soft, Inc.",Role-Playing (RPG),Super Nintendo Entertainment System
Final Fantasy III,1994,"Square Co., Ltd., Square Soft, Inc.",Role-Playing (RPG),Super Nintendo Entertainment System
Final Fantasy: Mystic Quest,1992,"Square Co., Ltd., Square Soft, Inc.",Role-Playing (RPG),Super Nintendo Entertainment System
Final Fantasy V,1992,"Square Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Final Fight,1990,"Capcom Co., Ltd., Capcom U.S.A., Inc.",Action,Super Nintendo Entertainment System
Final Fight 2,1993,"Capcom Co., Ltd., Capcom U.S.A., Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Final Fight 3,1995,"Capcom Co., Ltd., Capcom Entertainment, Inc.",Action,Super Nintendo Entertainment System
Final Stretch,1993,"LOZC/G. Amusements Co., Ltd.","Racing / driving, Simulation",Super Nintendo Entertainment System
Fire Emblem: Monsh? no Nazo,1994,"Nintendo Co., Ltd.","Role-Playing (RPG), Strategy / tactics",Super Nintendo Entertainment System
Fire Emblem: Seisen no Keifu,1996,"Nintendo Co., Ltd.","Role-Playing (RPG), Strategy / tactics",Super Nintendo Entertainment System
Fire Emblem: Thracia 776,1999,"Nintendo Co., Ltd.","Role-Playing (RPG), Strategy / tactics",Super Nintendo Entertainment System
Fire Emblem: Thracia 776 (Deluxe Pack),1999,"Nintendo Co., Ltd.",Special edition,Super Nintendo Entertainment System
The Firemen,1994,"Human Entertainment, Inc.",Action,Super Nintendo Entertainment System
Firepower 2000,1992,"Coconuts Japan Entertainment Co., Ltd., Storm, Sun Corporation of America",Action,Super Nintendo Entertainment System
Firestriker,1993,"DTMC, Inc., Hect Co. Ltd.",Action,Super Nintendo Entertainment System
First Queen: Ornic Senki,1994,Culture Brain Inc.,"Role-Playing (RPG), Strategy / tactics",Super Nintendo Entertainment System
First Samurai,1993,"Kotobuki System Co., Ltd.",Action,Super Nintendo Entertainment System
Flashback: The Quest for Identity,1993,"Sun Electronics Corp., U.S. Gold Ltd.",Action,Super Nintendo Entertainment System
The Flintstones,1995,"Ocean of America, Inc.",Action,Super Nintendo Entertainment System
The Flintstones: The Treasure of Sierra Madrock,1994,Taito Corporation,Action,Super Nintendo Entertainment System
Football Fury,1992,"Sammy Corporation, American Sammy Corporation",Sports,Super Nintendo Entertainment System
Foreman for Real,1995,"Acclaim Entertainment, Inc., Acclaim Japan, Ltd.",Sports,Super Nintendo Entertainment System
Frank Thomas Big Hurt Baseball,1995,"Acclaim Entertainment, Inc., Acclaim Japan, Ltd.","Simulation, Sports",Super Nintendo Entertainment System
Frantic Flea,1996,"GameTek, Inc.",Action,Super Nintendo Entertainment System
Frog Feast,2006,Chaos89.com,Action,Super Nintendo Entertainment System
Frogger,1998,"Majesco Sales, Inc.",Action,Super Nintendo Entertainment System
Front Mission,1995,"Square Co., Ltd.","Role-Playing (RPG), Strategy / tactics",Super Nintendo Entertainment System
Front Mission: Gun Hazard,1996,"Square Co., Ltd.","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Full Throttle: All-American Racing,1994,"Coconuts Japan Entertainment Co., Ltd., Cybersoft, Inc., GameTek, Inc.","Action, Racing / driving",Super Nintendo Entertainment System
Fun 'N Games,1994,"Tradewest, Inc.",Action,Super Nintendo Entertainment System
F-Zero,1990,"Nintendo Co., Ltd., Nintendo of America Inc., Playtronic Industrial Ltda.",Racing / driving,Super Nintendo Entertainment System
Gakkou de atta Kowai Hanashi,1995,"Banpresto Co., Ltd.",Adventure,Super Nintendo Entertainment System
Galaxy Wars,1995,"Imagineer Co., Ltd.",Action,Super Nintendo Entertainment System
Ganbare Daiku no Gensan,1993,Irem Corp.,Action,Super Nintendo Entertainment System
Ganbare Goemon 2: Kiteretsu Shogun Magginesu,1993,"Konami Co., Ltd.",Action,Super Nintendo Entertainment System
Ganbare Goemon 3: Shishi J?rokubee no Karakuri Manji-gatame,1994,"Konami Co., Ltd.",Action,Super Nintendo Entertainment System
Ganbare Goemon Kirakira D?ch?: Boku ga Dancer ni Natta Wake,1995,"Konami Co., Ltd.",Action,Super Nintendo Entertainment System
Ganpuru: Gunman's Proof,1997,ASCII Corporation,Action,Super Nintendo Entertainment System
Garry Kitchen's Super Battletank: War in the Gulf,1992,"Absolute Entertainment, Inc., Pack-In-Video Co., Ltd","Action, Simulation",Super Nintendo Entertainment System
Gdleen,1991,SETA Corporation,Role-Playing (RPG),Super Nintendo Entertainment System
Gekis? Sentai Carranger: Zenkai! Racer Senshi,1996,"Bandai Co., Ltd.",Action,Super Nintendo Entertainment System
Gekitotsu Dangan Jid?sha Kessen: Battle Mobile,1993,System Sacom,"Action, Racing / driving",Super Nintendo Entertainment System
Gemfire,1992,"KOEI Co., Ltd., KOEI Corporation",Strategy / tactics,Super Nintendo Entertainment System
Genghis Khan II: Clan of the Gray Wolf,1993,"KOEI Co., Ltd., KOEI Corporation",Strategy / tactics,Super Nintendo Entertainment System
Genocide 2,1994,Kemco,Action,Super Nintendo Entertainment System
George Foreman's KO Boxing,1992,"Acclaim Entertainment, Inc.",Sports,Super Nintendo Entertainment System
Ghoul Patrol,1994,"JVC Musical Industries Europe Limited, JVC Musical Industries, Inc., Victor Entertainment Inc.",Action,Super Nintendo Entertainment System
Goal!,1992,"Jaleco USA, Inc.",Sports,Super Nintendo Entertainment System
G.O.D: Mezameyo to Yobu Koe ga Kikoe,1996,"Imagineer Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Gods,1992,"Mindscape International Ltd., Mindscape, Inc.",Action,Super Nintendo Entertainment System
Go Go Ackman,1994,"Banpresto Co., Ltd.",Action,Super Nintendo Entertainment System
Go Go Ackman 2,1995,"Banpresto Co., Ltd.",Action,Super Nintendo Entertainment System
Go Go Ackman 3,1995,"Banpresto Co., Ltd.",Action,Super Nintendo Entertainment System
Gon,1994,"Bandai Co., Ltd.",Action,Super Nintendo Entertainment System
Gourmet Warriors,1995,"Piko Interactive LLC, Virgin Interactive Entertainment (Japan), Inc.",Action,Super Nintendo Entertainment System
GP-1,1993,"Atlus Co., Ltd.","Action, Racing / driving",Super Nintendo Entertainment System
GP-1 Part II,1994,"Atlus Co., Ltd.",Racing / driving,Super Nintendo Entertainment System
Gradius III,1990,"Konami Industry Co. Ltd., Konami, Inc.",Action,Super Nintendo Entertainment System
Granhistoria: Genshi Sekaiki,1995,"Banpresto Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
The Great Circus Mystery starring Mickey & Minnie,1994,"Capcom Co., Ltd., Capcom Entertainment, Inc.",Action,Super Nintendo Entertainment System
The Great Waldo Search,1993,THQ Inc.,"Action, Puzzle",Super Nintendo Entertainment System
GS Mikami: Joreishi wa Nice Body,1993,Banalex,Action,Super Nintendo Entertainment System
GunForce,1992,"Irem America Corp., Irem Corp.",Action,Super Nintendo Entertainment System
Hagane: The Final Conflict,1994,"Hudson Soft Company, Ltd., Hudson Soft USA, Inc.",Action,Super Nintendo Entertainment System
Hameln no Violin Hiki,1995,Enix Corporation,Action,Super Nintendo Entertainment System
Hammerlock Wrestling,1994,"Jaleco Ltd., Jaleco USA, Inc.",Sports,Super Nintendo Entertainment System
Hana no Keiji: Kumo no Kanata ni,1994,Yojigen,Action,Super Nintendo Entertainment System
Hanjuku Eiy?: Aa Sekai Yo Hanjuku Nare,1992,"Square Co., Ltd.",Strategy / tactics,Super Nintendo Entertainment System
Ha? Taikei Ry? Knight: Lord of Paladin,1994,"Bandai Co., Ltd.","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
HardBall III,1994,"Accolade, Inc.",Sports,Super Nintendo Entertainment System
Harley's Humongous Adventure,1993,"Altron Corporation, Hi-Tech Expressions, Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Harukanaru Augusta,1991,"T&E Soft, Inc.",Sports,Super Nintendo Entertainment System
Harukanaru Augusta 3: Masters - New,1995,"T&E Soft, Inc.",Sports,Super Nintendo Entertainment System
Harvest Moon,1996,"Pack-In-Video Co., Ltd, Natsume, Inc., Nintendo Australia Pty., Ltd.",Simulation,Super Nintendo Entertainment System
Hat Trick Hero 2,1994,Taito Corporation,"Action, Sports",Super Nintendo Entertainment System
Head-On Soccer,1995,"U.S. Gold Computerspiele GmbH, U.S. Gold Ltd.",Sports,Super Nintendo Entertainment System
Hebereke's Popoitto,1995,Sun Corporation,Puzzle,Super Nintendo Entertainment System
Hebereke's Popoon,1993,"Sun Electronics Corp., Sun Corporation",Puzzle,Super Nintendo Entertainment System
Heisei Shin Onigashima: K?hen,1997,"Nintendo Co., Ltd.",Adventure,Super Nintendo Entertainment System
Heisei Shin Onigashima: Zenpen,1997,"Nintendo Co., Ltd.",Adventure,Super Nintendo Entertainment System
Herakles no Eik? 3: Kamigami no Chinmoku,1992,Data East Corporation,Role-Playing (RPG),Super Nintendo Entertainment System
Herakles no Eik? 4: Kamigami no Okurimono,1994,Data East Corporation,Role-Playing (RPG),Super Nintendo Entertainment System
Hey Punk! Are You Tuff E Nuff?,1993,Jaleco Ltd.,Action,Super Nintendo Entertainment System
Hiry? No Ken S: Golden Fighter,1992,Culture Brain Inc.,Action,Super Nintendo Entertainment System
Hit the Ice: The Video Hockey League,1993,Taito America Corporation,"Action, Sports",Super Nintendo Entertainment System
Hokuto no Ken 5: Tenmary?seiden: Ai * Zessh?,1992,"Toei Animation Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Hokuto no Ken 6: Gekit? Densh?ken Ha? e no Michi,1992,"Toei Animation Co., Ltd.",Action,Super Nintendo Entertainment System
Hokuto no Ken 7: Seiken Retsuden - Densh?sha e no Michi ,1993,"Toei Animation Co., Ltd.",Action,Super Nintendo Entertainment System
Hole in One,1991,"HAL America Inc., HAL Laboratory, Inc.",Sports,Super Nintendo Entertainment System
Holy Umbrella: Dondera no Mubo,1995,Naxat Soft,Action,Super Nintendo Entertainment System
Home Alone,1991,THQ Inc.,Action,Super Nintendo Entertainment System
Home Alone 2: Lost in New York,1992,THQ Inc.,Action,Super Nintendo Entertainment System
Home Improvement: Power Tool Pursuit,1994,"Absolute Entertainment, Inc.",Action,Super Nintendo Entertainment System
Hong Kong 97,1995,HappySoft,Action,Super Nintendo Entertainment System
Hook,1992,"Epic/Sony Inc., Sony Imagesoft",Action,Super Nintendo Entertainment System
Human Grand Prix III: F1 Triple Battle,1994,"Human Entertainment, Inc.",Racing / driving,Super Nintendo Entertainment System
Human Grand Prix IV: F1 Dream Battle,1995,"Human Entertainment, Inc.",Racing / driving,Super Nintendo Entertainment System
The Humans,1993,"GameTek, Inc.","Action, Puzzle",Super Nintendo Entertainment System
Hungry Dinosaurs,1994,Magical Company Ltd.,Strategy / tactics,Super Nintendo Entertainment System
The Hunt for Red October,1993,"Altron Corporation, Hi-Tech Expressions, Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Hurricanes,1994,U.S. Gold Ltd.,Action,Super Nintendo Entertainment System
Hyper Iria,1995,"Banpresto Co., Ltd.",Action,Super Nintendo Entertainment System
Hyper V-Ball,1992,"McO'RIVER Inc., Ubi Soft Entertainment Software, Video System Co., Ltd.",Sports,Super Nintendo Entertainment System
HyperZone,1991,"HAL Laboratory, Inc.",Action,Super Nintendo Entertainment System
The Ignition Factor,1994,"Jaleco Ltd., Jaleco USA, Inc.","Action, Puzzle",Super Nintendo Entertainment System
Ihatovo Monogatari,1993,Hect Co. Ltd.,Adventure,Super Nintendo Entertainment System
Illusion of Gaia,1993,"Enix Corporation, Nintendo of America Inc., Nintendo of Europe GmbH",Role-Playing (RPG),Super Nintendo Entertainment System
Imperium,1992,"Vic Tokai Corporation, Vic Tokai, Inc.",Action,Super Nintendo Entertainment System
Incantation,1996,Titus France SA,Action,Super Nintendo Entertainment System
The Incredible Crash Dummies,1993,"Acclaim Japan, Ltd., LJN, Ltd., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
The Incredible Hulk,1994,U.S. Gold Ltd.,Action,Super Nintendo Entertainment System
Indiana Jones' Greatest Adventures,1994,"JVC Musical Industries, Inc., Playtronic Industrial Ltda., Victor Entertainment Inc.",Action,Super Nintendo Entertainment System
Inindo: Way of the Ninja,1992,"KOEI Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Inspector Gadget,1993,"Hudson Soft USA, Inc.",Action,Super Nintendo Entertainment System
International Superstar Soccer,1994,"Konami Co., Ltd., Konami Deutschland GmbH, Konami (America), Inc., Playtronic Industrial Ltda.",Sports,Super Nintendo Entertainment System
International Superstar Soccer Deluxe,1995,"Konami Co., Ltd., Konami (America), Inc.",Sports,Super Nintendo Entertainment System
International Tennis Tour,1993,"Micro World, Taito Corporation",Sports,Super Nintendo Entertainment System
The Irem Skins Game,1992,Irem America Corp.,Sports,Super Nintendo Entertainment System
Iron Commando: K?tetsu no Senshi,1995,"Piko Interactive LLC, Poppo Co., Ltd.",Action,Super Nintendo Entertainment System
Itadaki Street 2: Neon Sign wa Bara-iro ni,1994,Enix Corporation,Strategy / tactics,Super Nintendo Entertainment System
The Itchy & Scratchy Game,1994,"Acclaim Entertainment, Inc.",Action,Super Nintendo Entertainment System
Ivan 'Ironman' Stewart's Super Off Road,1992,"Pack-In-Video Co., Ltd, Tradewest, Inc.",Racing / driving,Super Nintendo Entertainment System
Izzy's Quest for the Olympic Rings,1996,U.S. Gold Ltd.,Action,Super Nintendo Entertainment System
Jack Nicklaus' Unlimited Golf & Course Design,1992,"Tradewest, Inc.",Sports,Super Nintendo Entertainment System
Jaki Crush,1992,Naxat Soft,"Action, Simulation",Super Nintendo Entertainment System
Jaleco Brawler's Pack,2017,Retro-Bit,Compilation,Super Nintendo Entertainment System
Jaleco Rally: Big Run - The Supreme 4WD Challenge,1991,Jaleco Ltd.,"Action, Racing / driving",Super Nintendo Entertainment System
James Bond Jr,1992,THQ Inc.,Action,Super Nintendo Entertainment System
James Pond 2: Codename: RoboCod,1993,"American Softworks Corporation, Ocean Software Ltd., Millennium Interactive Ltd., Victor Entertainment Inc.",Action,Super Nintendo Entertainment System
James Pond 3: Operation Starfish,1994,U.S. Gold Ltd.,Action,Super Nintendo Entertainment System
Jammit,1994,GTE Entertainment,Sports,Super Nintendo Entertainment System
Jelly Boy,1994,Ocean Software Ltd.,Action,Super Nintendo Entertainment System
Jeopardy!,1992,"GameTek, Inc.",Puzzle,Super Nintendo Entertainment System
Jeopardy! Deluxe Edition,1994,"GameTek, Inc.",Puzzle,Super Nintendo Entertainment System
Jeopardy! Sports Edition,1994,"GameTek, Inc.",Puzzle,Super Nintendo Entertainment System
The Jetsons: Invasion of the Planet Pirates,1994,Taito Corporation,Action,Super Nintendo Entertainment System
Jikky? Oshaberi Parodius,1995,"Konami Co., Ltd.",Action,Super Nintendo Entertainment System
Jikky? Power Pro Wrestling '96: Max Voltage,1996,"Konami Co., Ltd.","Action, Sports",Super Nintendo Entertainment System
Jim Lee's WildC.A.T.S: Covert Action Teams,1995,"Playmates Interactive Entertainment, Inc.",Action,Super Nintendo Entertainment System
Jimmy Connors Pro Tennis Tour,1992,"Misawa Entertainment Co.,Ltd., Ubi Soft Entertainment Software","Action, Simulation, Sports",Super Nintendo Entertainment System
Jimmy Houston's Bass Tournament U.S.A.,1995,"Sammy Corporation, Sammy USA Corporation","Simulation, Sports",Super Nintendo Entertainment System
Jim Power: The Lost Dimension in 3D,1993,"Electro Brain Corp., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Joe & Mac 2: Lost in the Tropics,1994,Data East Corporation,Action,Super Nintendo Entertainment System
Joe & Mac: Caveman Ninja,1991,"Data East Corporation, Data East USA, Inc., Elite Systems Ltd.",Action,Super Nintendo Entertainment System
Joe & Mac: Ultimate Caveman Collection,2017,Retro-Bit,Compilation,Super Nintendo Entertainment System
John Madden Football '92,1991,"Electronic Arts, Inc., Imagineer Co., Ltd.",Sports,Super Nintendo Entertainment System
John Madden Football '93,1992,"Electronic Arts, Inc., Electronic Arts Victor",Sports,Super Nintendo Entertainment System
Jojo no Kimy? na B?ken,1993,Cobra Team,Role-Playing (RPG),Super Nintendo Entertainment System
J.R.R. Tolkien's Lord of the Rings: Volume One,1994,"Interplay Productions, Inc.","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Judge Dredd,1995,"Acclaim Entertainment, Inc., Acclaim Japan, Ltd., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Jungle no ?ja Tar-chan,1994,"Bandai Co., Ltd.",Action,Super Nintendo Entertainment System
Jungle Strike,1993,"Electronic Arts, Inc., Electronic Arts Victor, Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Jungle Wars 2: Kodai Mah? Atimos no Nazo ,1993,"Pony Canyon, Inc.",Role-Playing (RPG),Super Nintendo Entertainment System
Jurassic Park,1993,"Jaleco Ltd., Ocean Europe Limited, Ocean of America, Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Jurassic Park Part 2: The Chaos Continues,1994,"Ocean of America, Inc.",Action,Super Nintendo Entertainment System
Justice League: Task Force,1995,"Acclaim Entertainment, Inc., Acclaim Japan, Ltd., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Jutei Senki,1993,Enix Corporation,Strategy / tactics,Super Nintendo Entertainment System
Kai: Tsukikomori,1996,"Banpresto Co., Ltd.",Adventure,Super Nintendo Entertainment System
Kaiz? Ch?jin Shubibinman Zero,1997,"Columbus Circle, Masaya",Action,Super Nintendo Entertainment System
Kamaitachi no Yoru,1994,"Chunsoft Co., Ltd.",Adventure,Super Nintendo Entertainment System
Kamen Rider,1993,"Bandai Co., Ltd.",Action,Super Nintendo Entertainment System
Kamen Rider SD: Shutsugeki!! Rider Machine,1993,Yutaka,Action,Super Nintendo Entertainment System
Kat's Run: Zen-Nippon K Car Senshuken,1995,"Atlus Co., Ltd.",Racing / driving,Super Nintendo Entertainment System
Kawasaki Caribbean Challenge,1993,"GameTek, Inc.",Racing / driving,Super Nintendo Entertainment System
Kawasaki Superbike Challenge,1995,Time Warner Interactive Inc.,Racing / driving,Super Nintendo Entertainment System
Keeper,1994,Datam Polystar,"Action, Puzzle",Super Nintendo Entertainment System
Kendo Rage,1993,"Datam Polystar, SETA U.S.A., Inc.",Action,Super Nintendo Entertainment System
Ken Griffey Jr Presents Major League Baseball,1994,Nintendo of America Inc.,"Simulation, Sports",Super Nintendo Entertainment System
Ken Griffey Jr.'s Winning Run,1996,Nintendo of America Inc.,Sports,Super Nintendo Entertainment System
Keny? Densetsu Yaiba,1994,"Banpresto Co., Ltd.","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Kero Kero Keroppi no B?ken Nikki: Nemureru Mori no Keroleen ,1994,Character Soft,Role-Playing (RPG),Super Nintendo Entertainment System
Kevin Keegan's Player Manager,1993,"Imagineer Co., Ltd.","Simulation, Sports",Super Nintendo Entertainment System
Kick Off 2,1991,"Imagineer Co., Ltd., Mindscape, Inc.",Sports,Super Nintendo Entertainment System
Kick Off 3: European Challenge,1994,Vic Tokai Europe Ltd.,Sports,Super Nintendo Entertainment System
Kid Klown in Crazy Chase,1994,"Kemco, Kotobuki System Co., Ltd., Nintendo Co., Ltd.",Action,Super Nintendo Entertainment System
Kid? But?den G Gundam,1994,"Bandai Co., Ltd.",Action,Super Nintendo Entertainment System
Kid? Keisatsu Patlabor,1994,Interbec,Role-Playing (RPG),Super Nintendo Entertainment System
Kid? Senshi V Gundam,1994,"Bandai Co., Ltd.",Action,Super Nintendo Entertainment System
Kikou Keisatsu Metal Jack,1992,"Atlus Co., Ltd.",Action,Super Nintendo Entertainment System
Killer Instinct,1995,"Nintendo of America Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
King Arthur's World,1992,"Jaleco Ltd., Jaleco USA, Inc.",Strategy / tactics,Super Nintendo Entertainment System
King Arthur & the Knights of Justice,1994,Enix America Corporation,Action,Super Nintendo Entertainment System
The King of Dragons,1994,"Capcom Co., Ltd., Capcom U.S.A., Inc.",Action,Super Nintendo Entertainment System
King of the Monsters,1992,"TAKARA Co., Ltd.",Action,Super Nintendo Entertainment System
King of the Monsters 2: The Next Thing,1993,"TAKARA Co., Ltd., TAKARA U.S.A. CORP.",Action,Super Nintendo Entertainment System
Kinnikuman: Dirty Challenger,1992,Yutaka,"Action, Sports",Super Nintendo Entertainment System
Kirby's Avalanche,1995,Nintendo of America Inc.,Puzzle,Super Nintendo Entertainment System
Kirby's Dream Course,1994,"Nintendo Co., Ltd., Nintendo of America Inc., Playtronic Industrial Ltda.",Sports,Super Nintendo Entertainment System
Kirby's Dream Land 3,1997,"Nintendo Co., Ltd., Nintendo of America Inc.",Action,Super Nintendo Entertainment System
Kirby's Star Stacker,1998,"Nintendo Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Kirby Super Star,1996,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH, Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Kishin D?ji ZENKI: Battle Raiden,1995,"Hudson Soft Company, Ltd.",Action,Super Nintendo Entertainment System
